date,england,japan,swiss,germany
1984-10-01,0.8074,246.4,2.523,3.0315
1984-10-02,0.8057,246,2.5095,3.0423
1984-10-03,0.79990000000000006,245.75,2.495,3.0195
1984-10-04,0.8048,246.2,2.508,3.04
1984-10-05,0.8102,246.95,2.521,3.0335
1984-10-09,0.8129,247.6,2.543,3.0723
1984-10-10,0.8167,247.05,2.5375,3.0976
1984-10-11,0.8162,248,2.547,3.1093
1984-10-12,0.814,248.1,2.562,3.1066
1984-10-15,0.8281,248.8,2.572,3.1379
1984-10-16,0.8304,248.98,2.569,3.1427
1984-10-17,0.8309,249.1,2.558,3.11
1984-10-18,0.8415,248.9,2.554,3.1287
1984-10-19,0.8384,247.25,2.5335,3.078
1984-10-22,0.8342,247.3,2.529,3.0848
1984-10-23,0.8271,244.6,2.5045,3.0618
1984-10-24,0.8185,244.12,2.485,3.0274
1984-10-25,0.815,244.05,2.475,3.0238
1984-10-26,0.8189,245.5,2.492,3.0338
1984-10-29,0.8264,246.65,2.521,3.0642
1984-10-30,0.825,245.6,2.5065,3.0555
1984-10-31,0.8219,245.7,2.494,3.0296
1984-11-01,0.8163,244.3,2.458,3.0205
1984-11-02,0.7984,242,2.426,2.9497
1984-11-05,0.7926,242.05,2.41,2.9355
1984-11-07,0.7843,240.8,2.417,2.9152
1984-11-08,0.7879,240.95,2.415,2.9375
1984-11-09,0.7905,241,2.426,2.9655
1984-11-13,0.7832,240.45,2.414,2.9282
1984-11-14,0.792,242.45,2.45,2.949
1984-11-15,0.7928,242.5,2.4415,2.9645
1984-11-16,0.7935,242.8,2.453,2.9622
1984-11-19,0.8011,243.65,2.474,2.9757
1984-11-20,0.803,244.8,2.49,2.9953
1984-11-23,0.8197,245.4,2.5015,3.014
1984-11-26,0.833,246.15,2.525,3.0547
1984-11-27,0.8272,245.4,2.523,3.0535
1984-11-28,0.8351,245.45,2.521,3.0768
1984-11-29,0.8345,245.8,2.5285,3.0762
1984-11-30,0.8308,247.5,2.555,3.0963
1984-12-03,0.8377,248.2,2.5655,3.12
1984-12-04,0.8288,246.45,2.53,3.0906
1984-12-05,0.8295,246.8,2.545,3.0643
1984-12-06,0.8306,246.55,2.526,3.0765
1984-12-07,0.8316,247.4,2.544,3.071
1984-12-10,0.8302,246.82,2.5535,3.0931
1984-12-11,0.8315,247,2.551,3.0863
1984-12-12,0.8339,247.25,2.555,3.0895
1984-12-13,0.8389,247.55,2.562,3.089
1984-12-14,0.8406,247.75,2.545,3.11
1984-12-17,0.8401,247.55,2.55,3.0965
1984-12-18,0.8435,246.75,2.5435,3.0944
1984-12-19,0.8498,247.76,2.558,3.09
1984-12-20,0.8543,248.1,2.5715,3.1063
1984-12-21,0.8536,247.95,2.567,3.124
1984-12-27,0.858,250.2,2.599,3.1375
1984-12-28,0.8595,250.45,2.591,3.14
1984-12-31,0.8636,251.6,2.601,3.148
1985-01-02,0.873,251.8,2.617,3.1727
1985-01-03,0.8681,252.45,2.6215,3.1662
1985-01-04,0.8677,253.2,2.634,3.1636
1985-01-07,0.8737,255.95,2.6475,3.1767
1985-01-08,0.8698,253.75,2.6365,3.1385
1985-01-09,0.8754,255.1,2.652,3.1672
1985-01-10,0.883,253.7,2.636,3.152
1985-01-11,0.8853,253.83,2.645,3.1528
1985-01-14,0.8985,255.4,2.677,3.1647
1985-01-15,0.8924,254.7,2.6805,3.1947
1985-01-16,0.8909,254.95,2.6765,3.1833
1985-01-17,0.8923,254.55,2.679,3.1816
1985-01-18,0.8916,254.58,2.6815,3.1711
1985-01-22,0.8892,254,2.672,3.165
1985-01-23,0.8978,254.4,2.6835,3.1739
1985-01-24,0.8951,253.7,2.6565,3.169
1985-01-25,0.8977,253.95,2.6635,3.1599
1985-01-28,0.8987,254.18,2.6625,3.1688
1985-01-29,0.8947,254.35,2.667,3.164
1985-01-30,0.8879,254.5,2.676,3.167
1985-01-31,0.8852,254.8,2.675,3.1677
1985-02-01,0.8865,256.75,2.7045,3.1725
1985-02-04,0.8973,259.42,2.7395,3.1968
1985-02-05,0.8983,259.7,2.7415,3.2166
1985-02-06,0.899,259.53,2.7375,3.223
1985-02-07,0.8955,260.65,2.76,3.2278
1985-02-08,0.8986,260.7,2.775,3.2426
1985-02-11,0.9128,261.65,2.795,3.2573
1985-02-13,0.9211,262.8,2.812,3.2894
1985-02-14,0.9161,260.5,2.7985,3.2823
1985-02-15,0.907,257.85,2.777,3.265
1985-02-19,0.9147,260.7,2.811,3.3162
1985-02-20,0.9201,261.3,2.823,3.3232
1985-02-21,0.9191,261.8,2.828,3.348
1985-02-22,0.9302,262.8,2.858,3.38
1985-02-25,0.9488,262.65,2.917,3.4375
1985-02-26,0.9597,261.05,2.906,3.469
1985-02-27,0.9183,259.3,2.84,3.315
1985-02-28,0.9242,259.45,2.857,3.3225
1985-03-01,0.9333,260.35,2.861,3.3635
1985-03-04,0.9335,260.1,2.893,3.373
1985-03-05,0.9423,261,2.9245,3.417
1985-03-06,0.9483,261.2,2.898,3.4235
1985-03-07,0.9406,261,2.901,3.4087
1985-03-08,0.9359,261.63,2.903,3.42
1985-03-11,0.9215,259.25,2.849,3.362
1985-03-12,0.9174,260.1,2.84,3.352
1985-03-13,0.9225,260.25,2.85,3.354
1985-03-14,0.9256,260.55,2.88,3.3822
1985-03-15,0.9217,260.55,2.876,3.4015
1985-03-18,0.9055,259.9,2.843,3.3756
1985-03-19,0.8803,256.3,2.7825,3.291
1985-03-20,0.8786,256.4,2.755,3.262
1985-03-21,0.8396,254.1,2.72,3.261
1985-03-22,0.8531,255.65,2.731,3.21
1985-03-25,0.8547,256.65,2.742,3.2247
1985-03-26,0.8491,255.4,2.72,3.2316
1985-03-27,0.8173,251.95,2.65,3.1623
1985-03-28,0.8163,253,2.65,3.1195
1985-03-29,0.813,251,2.6,3.093
1985-04-01,0.817,252.45,2.639,3.091
1985-04-02,0.8268,254.3,2.66,3.1408
1985-04-03,0.8207,253.15,2.642,3.1078
1985-04-04,0.8375,254.5,2.689,3.156
1985-04-09,0.8338,254.9,2.653,3.153
1985-04-10,0.8193,254.25,2.653,3.1418
1985-04-11,0.8025,251.7,2.593,3.1
1985-04-12,0.79990000000000006,251.35,2.569,3.064
1985-04-15,0.7808,249.95,2.529,3.03
1985-04-16,0.7834,249.55,2.529,3.009
1985-04-17,0.7807,249.55,2.531,3.022
1985-04-18,0.7734,247.6,2.48,3.0445
1985-04-19,0.773,247.4,2.4765,2.9795
1985-04-22,0.778,248.8,2.503,2.9815
1985-04-23,0.7908,250,2.557,3.0345
1985-04-24,0.8173,251.3,2.595,3.1275
1985-04-25,0.8285,252.35,2.6215,3.1203
1985-04-26,0.822,252.95,2.612,3.1527
1985-04-29,0.8155,252.7,2.613,3.1148
1985-04-30,0.8074,251.5,2.6,3.0902
1985-05-02,0.8203,252.95,2.66,3.156
1985-05-03,0.8282,253.85,2.711,3.198
1985-05-07,0.8275,252.9,2.663,3.196
1985-05-08,0.8264,253.75,2.686,3.1878
1985-05-09,0.8114,251.55,2.616,3.1355
1985-05-10,0.8084,252.4,2.63,3.1286
1985-05-13,0.7981,251.35,2.584,3.084
1985-05-14,0.7868,249.6,2.567,3.0613
1985-05-15,0.7908,251,2.581,3.0835
1985-05-17,0.7924,250.7,2.582,3.0815
1985-05-20,0.7773,249.65,2.567,3.0328
1985-05-21,0.7877,250.25,2.582,3.053
1985-05-22,0.7885,250.75,2.588,3.072
1985-05-23,0.7961,251.3,2.586,3.0945
1985-05-24,0.7933,251.1,2.608,3.0805
1985-05-28,0.7988,251.6,2.6175,3.1127
1985-05-29,0.7918,251.75,2.59,3.109
1985-05-30,0.7852,251.6,2.599,3.0725
1985-05-31,0.7773,251.2,2.575,3.0892
1985-06-03,0.7737,248.6,2.561,3.0392
1985-06-04,0.7803,249.1,2.571,3.0432
1985-06-05,0.7935,249.45,2.584,3.0671
1985-06-07,0.789,249.55,2.598,3.0615
1985-06-10,0.7941,250,2.613,3.0972
1985-06-11,0.7902,249.9,2.599,3.0898
1985-06-12,0.7912,249.85,2.601,3.082
1985-06-13,0.7903,249.8,2.61,3.0997
1985-06-14,0.7822,248.75,2.573,3.068
1985-06-18,0.7716,247.55,2.539,3.0445
1985-06-19,0.763,247.7,2.53,3.0048
1985-06-20,0.7828,248.35,2.575,3.0365
1985-06-21,0.7813,248.15,2.565,3.0844
1985-06-24,0.7779,248.8,2.566,3.073
1985-06-25,0.7786,249,2.571,3.0604
1985-06-26,0.7717,248.45,2.535,3.0617
1985-06-27,0.773,249,2.564,3.0618
1985-06-28,0.7622,248.4,2.541,3.0607
