x
-920.909906
-920.8883663
-920.8293555
-920.8399444
-920.9225352
-920.981832
-920.7852705
-920.7994095
-921.036328
-920.7702712
-920.6918533
-920.8006591
-920.7959369
-920.578965
-920.8112267
-920.6875319
-920.6860825
-920.8113115
-920.8364146
-920.7910543
-920.9279878
-920.8422915
-920.9009858
-920.9527332
-920.8179512
-920.9797053
-920.6849166
-920.8056329
-920.7384715
-920.9721745
-920.8618425
-920.7667213
-920.8389405
-920.8164025
-920.9154132
-920.8642654
-920.7688523
-920.8546123
-920.9947701
-920.8086742
-920.8672289
-920.7229169
-920.6698242
-920.91208
-920.8163905
-920.7540651
-920.9965764
-920.8897062
-920.7720346
-920.8564826
