"","x"
"1",0.715922162619466
"1",0.31609394337397
"1",0.975689391652439
"1",1.71289296098536
"1",0.529783650158989
"1",0.737859021759777
"1",0.551894585242266
"1",1.01844150445307
"1",1.11627788523142
"1",2.47876217330625
"1",1.45340809002024
"1",0.459673316367023
"1",1.75564635228688
"1",1.77842491238003
"1",0.771287515757696
"1",0.661858268468159
"1",0.573807096692923
"1",0.125152989717476
"1",0.319813815236407
"1",2.58447774532346
"1",0.351736610329173
"1",1.3796977220683
"1",1.19333203420291
"1",2.37726863608581
"1",1.86638376376756
"1",0.982976908112561
"1",2.74761115222901
"1",2.62592503619768
"1",0.889562679762367
"1",0.199908254823462
"1",1.20159799744897
"1",3.05497647603483
"1",0.162692689914745
"1",0.3047978735664
"1",2.26695322566178
"1",3.91490211225327
"1",0.146033085812404
"1",0.942176387721029
"1",0.108623078233061
"1",1.46393813104778
"1",0.611204268445092
"1",0.510047052480573
"1",0.546580237640421
"1",1.03601945131238
"1",2.67873486671124
"1",0.399682819480509
"1",1.58530748951313
"1",0.782074082582365
