x
0.730561106
0.659073333
1.13192563
1.09424403
0.3303155
1.2133223
0.35018148
1.609670505
1.054947709
0.902454507
0.981504711
0.893341095
1.970904711
0.507680957
0.890979437
1.337148921
2.568778824
1.03911632
0.659666675
0.149197639
0.850223676
2.498005856
0.85979243
0.653439002
0.724886535
1.452387156
0.774693577
0.643432443
0.690307191
1.27248926
1.006648255
0.909987217
1.275547594
1.946416506
0.786783925
0.650110424
0.271178555
1.217201966
0.565446787
0.594233552
1.205399095
0.524891588
1.282075418
0.893538344
1.487192799
0.444997923
1.431207404
0.935354548
0.946965588
0.640834083
