"","x"
"1",1.00054911939912
"1",1.00358541016159
"1",0.992214343023158
"1",0.995724497441241
"1",1.01756263760771
"1",0.991550053047762
"1",1.00246534612283
"1",0.997325560013049
"1",0.988311741250967
"1",1.03569225366618
"1",0.992961671323276
"1",0.987155864163846
"1",0.985093164684716
"1",1.00828172467448
"1",1.00742448200996
"1",0.994050270949972
"1",1.01381858377296
"1",1.00044857772981
"1",1.00044393605767
"1",1.00071480891795
"1",1.01285201394024
"1",0.996398233597658
"1",1.01506479843809
"1",0.998751488716646
"1",1.02501545985863
"1",0.987816947479648
"1",1.00040462235969
"1",1.00351221904561
"1",1.01626451068628
"1",0.998901020438812
"1",0.981976278518082
"1",1.005776671132
"1",0.991464986725168
"1",0.983650290312114
"1",0.987681602505258
"1",1.01577620370539
"1",1.01345531674469
"1",0.995523581690159
"1",0.998342797933925
"1",1.01547049702229
"1",1.02953872571014
"1",0.998359447338063
"1",0.997965149244292
"1",1.00782683043268
"1",0.988474123579954
"1",1.01132969461646
"1",0.993284525207082
"1",1.01814359031552
"1",0.987240466268565
"1",0.994638454367378
