"","x"
"1",1.10987060126016
"1",0.936644503237722
"1",1.00554750579877
"1",1.02501631148167
"1",1.12525505604968
"1",1.1308289885246
"1",0.947635382819268
"1",0.916192689128455
"1",0.910483933439312
"1",1.06814882687778
"1",1.0347825485243
"1",1.09632881769375
"1",1.05647488901376
"1",1.03144084984303
"1",0.735166343557613
"1",0.958885273348742
"1",0.929307659068458
"1",0.983770858625261
"1",0.861221862039206
"1",0.868981188521049
"1",1.24255488700148
"1",1.03853388265905
"1",1.04249352449572
"1",1.22694585061382
"1",1.17463803156325
"1",1.17267513294055
"1",0.723005420294714
"1",0.83833490957964
"1",1.13800744527521
"1",1.00617120519005
"1",0.973144391683666
"1",1.15846174458054
"1",1.00897576137508
"1",0.792025827308446
"1",1.19853955536764
"1",1.16562626355014
"1",0.891964100278543
"1",1.02734489001414
"1",0.991260558205992
"1",1.27781556067598
"1",1.09811307079555
"1",1.1302525423531
"1",1.16121214086809
"1",0.981094874591903
"1",1.02855127886204
"1",1.11223526378473
"1",1.18638856461359
"1",0.939507991130872
"1",0.887694540570574
"1",1.0135626895634
