x
1.38E-12
2.47E-08
1.24E-23
4.15E-06
1.49E-07
5.08E-10
1.01E-09
8.24E-10
4.89E-09
9.27E-26
1.41E-16
1.49E-15
5.64E-18
3.51E-13
6.61E-06
1.53E-21
1.36E-06
3.03E-26
7.78E-05
3.38E-14
2.15E-20
0.000474551
6.71E-14
1.06E-12
3.02E-10
9.90E-13
4.38E-13
2.65E-20
1.94E-30
3.52E-06
1.16E-11
4.19E-20
1.78E-11
4.25E-06
1.76E-07
4.04E-13
1.06E-05
8.58E-35
3.20E-07
0.000334155
3.48E-19
2.37E-12
1.61E-05
1.35E-10
3.10E-06
5.15E-09
9.64E-09
1.74E-06
1.42E-11
7.73E-12
