x
-921.405339
-920.1386073
-921.411404
-921.5382878
-921.7586407
-920.3758514
-921.6804156
-921.8439927
-920.7540562
-920.9178363
-921.6573605
-920.6783367
-920.8987776
-921.041878
-921.4638388
-921.9180352
-920.9173769
-920.3196532
-920.9715139
-919.847961
-921.0698582
-921.4803977
-921.3153926
-920.9487315
-920.178857
-921.7625664
-922.6380274
-921.2675063
-921.9639284
-922.0178755
-922.1917738
-922.2268194
-922.1872556
-921.5957035
-920.8191193
-920.8557509
-920.3783747
-921.1005185
-922.1369062
-921.2543057
-920.6144739
-920.5402638
-920.7569585
-921.6260267
-920.9960552
-920.386803
-920.6203615
