"","x"
"1",0.244701757686913
"1",0.179472193283516
"1",0.0229194670248208
"1",1.54482818512154
"1",0.14831576117033
"1",0.841355351264833
"1",0.157061437462916
"1",0.786126417726127
"1",0.777876337492292
"1",0.460225821494654
"1",0.10700696462662
"1",0.516846663793452
"1",0.35986143091746
"1",0.422883940952058
"1",0.716631342981994
"1",0.211993668289107
"1",0.200154766061352
"1",0.0484933255178501
"1",1.6858867063942
"1",0.247149524916596
"1",0.310512135329514
"1",0.0375906239781271
"1",0.278446263836213
"1",1.54913256525386
"1",2.84574429225782
"1",0.0706646984460199
"1",2.83319228895193
"1",1.79094614638899
"1",0.131122963009692
"1",1.52174348183262
"1",0.0912085339172004
"1",1.30726584100249
"1",0.484188244206095
"1",0.0388913070402395
"1",0.0256962869836454
"1",0.0602511187066586
"1",0.224555732288003
"1",0.148205089956796
"1",0.319974076022181
"1",0.999067972149146
"1",0.682847782115827
"1",0.55032507219854
"1",2.74613931531929
"1",0.436330796203541
"1",1.13656369965062
"1",0.273815168560305
"1",0.589787766334117
"1",0.0941773444463813
"1",0.0311120660398115
"1",0.932960262167138
