x
-920.0057083
-919.7524736
-920.3539956
-920.6091932
-919.7454381
-920.4020883
-920.3374278
-919.8329262
-920.3100132
-920.6267986
-920.3709955
-920.0442786
-920.0946993
-920.3033718
-920.36152
-920.4890404
-920.0714971
-919.6468648
-920.7875291
-920.3714271
-919.9534557
-920.3838172
-920.2413805
-920.2466853
-920.0323235
-920.1267303
-919.4500343
-920.2134645
-920.2067683
-920.3707774
-920.1451212
-920.471434
-920.320383
-921.0165805
-919.6890486
-919.9315916
-920.324086
-920.1775732
-920.1530516
-920.6765968
-920.5609118
-920.4802274
-920.623595
-920.2013723
-920.4893391
-920.4394695
-919.9094329
-920.27424
-920.8284481
-919.9790898
