"","x"
"1",1.80016635240991
"1",2.82472711482175
"1",0.523629634650081
"1",2.01361223378713
"1",0.948509535306068
"1",0.847157031293733
"1",1.07562050665341
"1",0.628551308201379
"1",0.774538483819416
"1",0.522015723729341
"1",0.652847161703096
"1",1.89696824119896
"1",2.29632782048951
"1",1.36358784710843
"1",0.748294603075842
"1",0.457492976229391
"1",0.355185112912327
"1",3.55989520774787
"1",1.95086039061561
"1",0.36259010994554
"1",0.601354276760936
"1",0.907804708367116
"1",0.63899470164333
"1",0.795332403682342
"1",1.53218246069885
"1",0.324674798461874
"1",0.579361655039656
"1",0.86695120156852
"1",2.48202747136029
"1",0.433967315863322
"1",1.57196861439491
"1",0.896395351438614
"1",0.290035645539626
"1",0.385874059677767
"1",1.02842135697383
"1",0.58293887657255
"1",0.359692867440136
"1",1.06576250434591
"1",0.716285028655092
"1",2.85945362958155
"1",1.06439850894718
"1",1.48825621194397
"1",0.511602052328045
"1",2.06512701512747
"1",0.670409558527412
"1",0.292479877604916
"1",0.447649956958384
"1",0.804890035786589
"1",1.19796973214761
"1",1.4972664136371
