x
1.274036964
0.801620752
0.990895398
0.782821353
1.023317051
1.115960538
1.032554848
1.078615561
1.149584643
1.126000244
0.853175605
0.9273397
0.853946889
1.278519395
0.984563861
1.602768409
0.846876711
1.139495208
0.699262714
0.995606636
1.206572307
0.947774989
0.808817069
1.069603737
0.984139929
0.752628999
0.90990352
1.179094578
1.095567206
1.014171066
1.111580803
1.127165406
1.063399725
1.242244752
0.820880963
0.934832041
0.882029872
0.846260173
1.202879164
1.040126378
0.628490036
1.061531027
0.998326394
1.098232914
0.920048651
0.732834702
0.937812524
0.883919895
0.906794998
0.999137678
