x
0.006242038
0.308530494
0.454176878
0.388584085
0.002163655
0.691309885
2.460481405
0.002557581
1.548413054
7.804311739
0.421785141
2.625078556
0.341130761
0.154006961
0.091626791
0.370639937
0.021277205
0.036511413
0.003353045
0.038725191
0.002178496
4.369606753
2.072832884
0.038007757
0.240796139
0.083875163
0.098775369
0.101643301
0.072028419
0.041392504
0.077185168
0.016187516
0.018192411
0.006278648
0.007410181
0.051033143
0.663463384
0.001582713
0.08881354
0.012881191
0.111760552
0.603835914
0.003499035
0.009426218
0.011350785
0.210700879
0.010258598
0.020630168
0.212591172
0.035361144
