"","x"
"1",0.046031252720164
"1",0.0652720554090706
"1",0.0132169790577988
"1",0.00108301422138366
"1",0.0400112615933791
"1",0.0476908154531196
"1",0.165607480107968
"1",0.0636679204558753
"1",0.0200755585796786
"1",0.108749901705599
"1",0.00955252113222931
"1",0.308200520355933
"1",1.98487602613186
"1",0.123006560164871
"1",0.461765403609443
"1",0.0562673403242791
"1",3.48809623086897
"1",0.353322821298267
"1",0.0642812760316309
"1",0.0736291031717346
"1",0.0399677506775179
"1",0.0648628731071207
"1",0.00528285876919141
"1",0.269433631140614
"1",0.651057620060344
"1",0.0148348613980511
"1",0.730959239123673
"1",0.411573520881104
"1",0.5749799745451
"1",0.0122781721649504
"1",0.0356188910169495
"1",0.243062053679152
"1",0.209595672330115
"1",1.52374774123994
"1",0.388115540992162
"1",0.351205435242248
"1",0.0726204012869276
"1",11.9017093542384
"1",3.07187401885038
"1",0.00352058062120342
"1",0.0267573830045488
"1",0.241013375554091
"1",0.146729699284886
"1",0.175153962864478
"1",0.00961110138870334
"1",0.010204864318433
"1",0.0103653827531881
"1",1.45123658034887
"1",3.91168790939852
"1",2.48103552423557
